0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0.00012341
51	0.00022263
52	0.000393669
53	0.000682328
54	0.00115923
55	0.00193045
56	0.00315111
57	0.00504176
58	0.00790705
59	0.0121552
60	0.0183156
61	0.0270518
62	0.0391639
63	0.0555762
64	0.0773047
65	0.105399
66	0.140858
67	0.18452
68	0.236928
69	0.298197
70	0.367879
71	0.444858
72	0.527292
73	0.612626
74	0.697676
75	0.778801
76	0.852144
77	0.913931
78	0.960789
79	0.99005
80	1
81	0.99005
82	0.960789
83	0.913931
84	0.852144
85	0.778801
86	0.697676
87	0.612626
88	0.527292
89	0.444858
90	0.367879
91	0.298197
92	0.236928
93	0.18452
94	0.140858
95	0.105399
96	0.0773047
97	0.0555762
98	0.0391639
99	0.0270518
100	0.0183156
101	0.0121552
102	0.00790705
103	0.00504176
104	0.00315111
105	0.00193045
106	0.00115923
107	0.000682328
108	0.000393669
109	0.00022263
110	0.00012341
111	6.70548e-05
112	3.57128e-05
113	1.86437e-05
114	9.54016e-06
115	4.78512e-06
116	2.35258e-06
117	1.13373e-06
118	5.35535e-07
119	2.4796e-07
120	1.12535e-07
121	5.00622e-08
122	2.18296e-08
123	9.33029e-09
124	3.90894e-09
125	1.60523e-09
126	6.46143e-10
127	2.54938e-10
128	9.85951e-11
129	3.73757e-11
130	1.38879e-11
131	5.05825e-12
132	1.80583e-12
133	6.31929e-13
134	2.16757e-13
135	7.28772e-14
136	2.40173e-14
137	7.7584e-15
138	2.4566e-15
139	7.62446e-16
140	2.31952e-16
141	6.91675e-17
142	2.02172e-17
143	5.79231e-18
144	1.62666e-18
145	4.47773e-19
146	1.20818e-19
147	3.19537e-20
148	8.28368e-21
149	2.10494e-21
150	5.24289e-22
151	1.28002e-22
152	3.06319e-23
153	7.18534e-24
154	1.65209e-24
155	3.72336e-25
156	8.22528e-26
157	1.78107e-26
158	3.78028e-27
159	7.86468e-28
160	1.60382e-28
161	3.20572e-29
162	6.28149e-30
163	1.20804e-30
164	2.27838e-31
165	4.63186e-32
166	1.00148e-32
167	9.38891e-34
168	9.38891e-34
169	9.38891e-34
170	9.38891e-34
171	9.38891e-34
172	9.38891e-34
173	9.38891e-34
174	9.38891e-34
175	9.38891e-34
176	9.38891e-34
177	9.38891e-34
178	9.38891e-34
179	9.38891e-34
180	9.38891e-34
181	9.38891e-34
182	9.38891e-34
183	9.38891e-34
184	9.38891e-34
185	9.38891e-34
186	9.38891e-34
187	9.38891e-34
188	9.38891e-34
189	9.38891e-34
190	9.38891e-34
191	9.38891e-34
192	9.38891e-34
193	9.38891e-34
194	9.38891e-34
195	9.38891e-34
196	9.38891e-34
197	9.38891e-34
198	9.38891e-34
199	9.38891e-34
200	9.38891e-34
201	9.38891e-34
202	9.38891e-34
203	9.38891e-34
204	9.38891e-34
205	9.38891e-34
206	9.38891e-34
207	9.38891e-34
208	9.38891e-34
209	9.38891e-34
210	9.38891e-34
211	9.38891e-34
212	9.38891e-34
213	9.38891e-34
214	9.38891e-34
215	9.38891e-34
216	9.38891e-34
217	9.38891e-34
218	9.38891e-34
219	9.38891e-34
220	9.38891e-34
221	9.38891e-34
222	9.38891e-34
223	9.38891e-34
224	9.38891e-34
225	9.38891e-34
226	9.38891e-34
227	9.38891e-34
228	9.38891e-34
229	9.38891e-34
230	9.38891e-34
231	9.38891e-34
232	9.38891e-34
233	9.38891e-34
234	9.38891e-34
235	9.38891e-34
236	9.38891e-34
237	9.38891e-34
238	9.38891e-34
239	9.38891e-34
240	9.38891e-34
241	9.38891e-34
242	9.38891e-34
243	9.38891e-34
244	9.38891e-34
245	9.38891e-34
246	9.38891e-34
247	9.38891e-34
248	9.38891e-34
249	9.38891e-34
250	9.38891e-34
251	9.38891e-34
252	9.38891e-34
253	9.38891e-34
254	9.38891e-34
255	9.38891e-34
256	9.38891e-34
257	9.38891e-34
258	9.38891e-34
